header,content,tags,visits,comments,post_time,relative_url
"""Ковентри"" близок к назначению Лэмпарда","Клуб Чемпионшипа ""Ковентри"" близок к назначению Фрэнка Лэмпарда своим новым главным тренером.,Попрощавшись с Марком Робинсом, провалившим старт нового сезона, ""Ковентри"" получил множество откликов на свою вакансию. Среди изъявивших желание получить эту работу оказался даже Рууд Ван Нистелрой, едва покинувший ""Манчестер Юнайтед"".,По информации Sky Sports, ""Ковентри"" пока не достиг договоренности с Лэмпардом, но все идет к тому, что легенда ""Челси"" возглавит клуб второго английского дивизиона.,Лэмпард не тренирует более полутора лет — с мая 2023, когда завершился его короткий период временщика в ""Челси"". Ранее Фрэнк также трудился в ""Эвертоне"" и ""Дерби"".,Добавим, свой следующий матч ""Ковентри"" проводит против занимающего второе место в Чемпионшипе ""Шеффилд Юнайтед"" в ближайшую субботу.,17:00,19:30,23:00,23:00,23:00","Ковентри,Лэмпард,тренеры",1141,8,19.11.2024,/posts/111305/
"""Боруссия"" следит за Джобом Беллингемом","Дортмундская ""Боруссия"" проявляет интерес к атакующему полузащитнику ""Сандерленда"" Джобу Беллингему.,В 2020 году Джуд Беллингем, старший брат Джоба, отверг интерес ряда больших клубов, включая ""Манчестер Юнайтед"", и перебрался в Дортмунд.,В ""Боруссии"" Джуд вырос в настоящую звезду, а летом 2023 отправился в ""Реал"", где его карьера продолжает двигаться по восходящей траектории.,Как сообщает Sky Sport Germany, теперь клуб Бундеслиги хочет повторить этот успех с родным братом Джуда и уже контактирует с семейством Беллингемов.,В ""Сандерленде"" 19-летний Джоб имеет контракт до 2028 года и сейчас оценивается в 25 миллионов евро (21 млн. фунтов).,Правда, в борьбе за юного англичанин ""Боруссия"" все еще может столкнуться с конкуренцией со стороны грандов Премьер-Лиги.,Добавим, в этом сезоне Джоб сыграл 13 матчей за ""Сандерленд"" в Чемпионшипе, забив два гола и отдав одну результативную передачу. В данный момент именно ""черные коты"" лидируют во втором английском дивизионе.,17:00,19:30,23:00,23:00,23:00","Беллингем,Боруссия,Сандерленд",1404,2,19.11.2024,/posts/111312/
"""Сити"" устроит презентацию ""Золотого мяча""","""Золотой мяч"" будет презентован полузащитнику ""Манчестер Сити"" Родри перед матчем Премьер-Лиги против ""Тоттенхэма"" в ближайшую субботу.,28 октября на торжественной церемонии в Париже Родри была вручена самая престижная индивидуальная награда в футболе.,Но поскольку в данный момент Родри восстанавливается после операции на крестообразных связках колена, болельщики ""Сити"" до сих пор не увидели 28-летнего испанца с желанной для всех игроков наградой.,Исправить это недоразумение ""Сити"" собирается 23 ноября, когда на ""Этихад"" пожалует ""Тоттенхэм"". Как сообщает Sky Sports, Родри покажется зрителям с ""Золотым мячом"" за 15 минут до стартового свистка.,Добавим, прежде еще никто из игроков ""Сити"" не брал ""Золотой мяч"", а предыдущим его обладателем из Премьер-Лиги был экс-нападающий ""Манчестер Юнайтед"" Криштиану Роналду в 2008 году.,17:00,19:30,23:00,23:00,23:00","Золотой мяч,Манчестер Сити,награды,Родри",1117,2,19.11.2024,/posts/111311/
"""Челси"" не будет покупать Келлехера","Вопреки слухам, ""Челси"" не собирается покупать голкипера ""Ливерпуля"" Кувина Келлехера.,Как известно, Келлехер не скрывает своего желания стать первым номером — в ""Ливерпуле"" или где-либо еще.,В ""Ливерпуле"" это едва ли возможно для Келлехера, потому что основным голкипером ""красных"" остается Алиссон, который травмирован в данный момент, а следующим летом на ""Энфилд"" из ""Валенсии"" прибудет Георгий Мамардашвили.,На фоне этого появились слухи, что ""Челси"" может приобрести Келлехера следующим летом за 35 миллионов фунтов.,Однако авторитетные журналисты Бен Джейкобс и Фабрицио Романо в один голос утверждают, что ""Челси"" не имеет таких намерений и даже не интересуется 25-летним ирландцем.,Главный тренер ""Челси"" Энцо Мареска вполне доволен игрой Роберта Санчеса на последнем рубеже, планируя сохранить веру в экс-голкипера ""Брайтона"".,17:00,19:30,23:00,23:00,23:00","Келлехер,Ливерпуль,Челси",1424,2,20.11.2024,/posts/111313/
Клубы Премьер-Лиги интересуются Мудриком,"Сразу несколько клубов Премьер-Лиги проявляют интерес к вингеру ""Челси"" Михаилу Мудрику в преддверии зимнего трансферного окна.,Несмотря на отдельные успехи в своем втором полном сезоне на ""Стэмфорд Бридж"", Мудрик остается лишь игроком ротации для главного тренера ""Челси"" Энцо Марески.,При Мареске 23-летний украинец отметился лишь одним появлением в стартовом составе ""синих"" в рамках Премьер-Лиги, еще шесть раз выйдя на замену, и не совершил ни одного результативного действия.,По информации Football Insider, другие клубы Премьер-Лиги наблюдают за ситуацией Мудрика и могут попытаться арендовать экс-игрока ""Шахтера"" на вторую половину сезона 2024/25.,В этом сезоне ""Челси"" — к удивлению многих — претендует на попадание в Лигу Чемпионов, поэтому Мареска и боссы ""синих"" дважды подумают, прежде чем сознательно ослаблять свой состав, отпуская Мудрика.,17:00,19:30,23:00,23:00,23:00","Мудрик,Челси",2680,1,20.11.2024,/posts/111316/
"Гвардиола согласовал продление своего контракта с ""Сити"" до 2026 года","Главный тренер ""Манчестер Сити"" Хосеп Гвардиола согласовал со своим клубом продление контракта на один год — до лета 2026.,Будущее Гвардиолы было предметом интенсивных спекуляций в последние недели и месяцы, особенно на фоне рассматриваемого в отношении ""Сити"" дела о 115 нарушениях правил финансового фейр-плей Премьер-Лиги и анонсированного ухода Чики Бегиристайна, ближайшего соратника Хосепа, с поста спортивного директора ""горожан"".,На ""Этихад"" существовали большие опасения, что возглавляющий ""Сити"" с 2016 года Гвардиола покинет клуб в конце сезона, когда истекает действующий контракт Хосепа.,Однако в этот международный перерыв 53-летний каталонец снял существовавшую неопределенность и согласился продлить отношения с ""Сити"" на следующий сезон, утверждает The Athletic в эксклюзивном материале.,Официальное подтверждение тому, что Гвардиола проведет в ""Сити"" десятилетие, должно поступить в ближайшие дни.,Добавим, ""Сити"" выиграл 360 из своих 490 матчей при Гвардиоле с учетом всех соревнований, забив в них 1,239 голов. С Хосепом ""горожане"" завоевали каждый доступный трофей, включая Лигу Чемпионов.,17:00,19:30,23:00,23:00,23:00","Гвардиола,контракты,Манчестер Сити,тренеры",5485,483,20.11.2024,/posts/111314/
Алиссон возобновил тренировки,"Голкипер ""Ливерпуля"" Алиссон возобновил тренировки после травмы задней поверхности беда.,Алиссон не выходит на футбольное поле с тех пор, как ему потребовалась вынужденная замена в победном для ""Ливерпуля"" матче Премьер-Лиги против ""Кристал Пэлас"" 5 октября (0:1).,Последние недели Алиссона подменял Кувин Келлехер, причем демонстрировал очень приличную игру.,Однако вскоре 25-летнему ирландцу придется вернуться на скамейку запасных, потому что во вторник, как сообщает Liverpool Echo, Алиссон возобновил занятия на траве.,Таким образом, у Алиссона еще есть несколько дней, чтобы набрать форму до выезда к ""Саутгемптону"" в ближайшее воскресенье.,17:00,19:30,23:00,23:00,23:00","Алиссон,Ливерпуль,травмы",1245,1,20.11.2024,/posts/111315/
"Исак — цель номер один ""Арсенала"" среди нападающих","""Арсенал"" определил Александера Исака из ""Ньюкасла"" своей целью номер один среди нападающих.,Главный тренер ""Арсенала"" Микель Артета еще минувшим летом пытался обзавестись забивным нападающим, однако тщетно, и сейчас ""канониры"" имеют дело с последствиями, резко сбавив в последние недели.,Поэтому теперь ""Арсенал"" надеется пригласить бомбардира в январе или следующим летом, и TEAMtalk утверждает, что больше всего ""канониры"" хотят Исака, который забил четыре гола в девяти матчах этого сезона Премьер-Лиги.,В данный момент Исак не собирается продлевать свой рассчитанный до 2028 года контракт с ""Ньюкаслом"" и хочет выступать за клуб из Лиги Чемпионов.,""Ньюкасл"" исключает продажу Исака в январе, но уже присмотрел Доминика Калверт-Левина из ""Эвертона"" и Джонатана Дэвида из ""Лилля"" на случай ухода 25-летнего шведа по окончании сезона.,17:00,19:30,23:00,23:00,23:00","Арсенал,Исак,Ньюкасл",2237,0,20.11.2024,/posts/111317/
"""Форест"" собирается породниться с ""Васко да Гамой""","Владелец ""Ноттингем Форест"" Евангелос Маринакис ведет переговоры о покупке бразильского клуба ""Васко да Гама"".,Помимо ""Форест"", 57-летний Маринакис уже владеет греческим ""Олимпиакосом"" и португальским ""Риу Аве"".,Как сообщает Daily Mail, теперь Маринакис хочет добавить в свое портфолио ""Васко да Гаму"". Греческий бизнесмен находится в процессе переговоров о покупке доли в бразильском клубе.,Развивать мультиклубную систему Маринакис собирается с помощью Эду, который уже подал в отставку с поста спортивного директора ""Арсенала"" и через полгода перейдет на работу к Евангелосу.,17:00,19:30,23:00,23:00,23:00","Васко да Гама,Маринакис,Ноттингем Форест,Эду",874,0,20.11.2024,/posts/111318/
"Ван Дейк считает, что Слоту было непросто заменить Клоппа","Капитан ""Ливерпуля"" Виргил Ван Дейк заявил, что Арне Слоту было непросто заменить Юргена Клоппа на посту главного тренера.,""Ливерпуль"" выиграл 15 из 17 своих первых матчей при Слоте и в данный момент лидирует в Премьер-Лиге и Лиге Чемпионов, также достигнув 1/4 финала Кубка Лиги.,Ван Дейк признает, что Слоту досталась отличная команда, однако Виргил вовсе не считает, что его соотечественнику было легко.,""Пойти по стопам Клоппа? Это было непросто. С другой стороны, Слот обеспечил глоток свежего воздуха. Он разбирается с вещами по-своему, и где я могу помочь ему, я делаю это"".,""Тренер унаследовал очень хорошую команду. Нельзя забывать, что за пять матчей до конца прошлого сезона мы сражались с ""Арсеналом"" и ""Манчестер Сити"" за титул. Слот — очень хороший тренер"", — цитирует Ван Дейка Liverpool Echo.,17:00,19:30,23:00,23:00,23:00","Ван Дейк,Ливерпуль,Слот,тренеры",2104,3,20.11.2024,/posts/111320/
"Шерингем: ""Райс — лучший английский игрок в Премьер-Лиге""","Бывший нападающий ""Манчестер Юнайтед"" Тедди Шерингем назвал полузащитника ""Арсенала"" Деклана Райса лучшим английским игроком в Премьер-Лиге.,Райс утвердился ключевым игроком и лидером ""Арсенала"" после своего перехода из ""Вест Хэм"" за рекордные для ""канониров"" 105 миллионов фунтов летом 2023.,К настоящему моменту 25-летний Райс провел 65 матчей за ""Арсенал"", и Шерингем считает, что ""канониры"" смогли стать претендентом на титул во многом благодаря Деклану.,""Деклан Райс — лучший английский игрок в Премьер-Лиге. Он делает большую разницу для команд, за которые играет, будь то сборная Англии или ""Арсенал"".,""Когда он в составе, это большой плюс для команды. Он подает пример. Он ведет за собой и указывает, что нужно делать. Я обожаю его лидерские качества и его мастерство"".,""Именно это делают игроки топ-уровня. Они подают пример для подражания остальным игрокам, влияют на других игроков и улучшают всю команду"".,""Он стал великолепным приобретением для ""Арсенала"" и является большой причиной, почему сейчас они сражаются за победу в лиге"", — цитирует Шерингема Daily Mirror.,17:00,19:30,23:00,23:00,23:00","Арсенал,Премьер-Лига,Райс,Шерингем",1790,7,20.11.2024,/posts/111319/
"""Ливерпуль"" интересуется Маркусом Тюрамом","""Ливерпуль""  проявляет интерес к нападающему итальянского ""Милана"" Маркусу Тюраму.,Если верить La Gazetta dello Sport, ""Ливерпуль"" следит за Тюрамом со времен, когда главным тренером ""красных"" был Юрген Клопп.,Тюрам выступает за ""Интер"" после своего перехода свободным агентом из дортмундской ""Боруссии"" в 2023 году, а контракт 27-летнего француза предусматривает отступные в 71 миллион фунтов.,Также известно, что лучшим другом Тюрама является вингер Федерико Кьеза, который минувшим летом был куплен ""Ливерпулем"" у ""Ювентуса"".,В этом сезоне Тюрам забил семь голов и отдал две результативные передачи в 12 матчах Серии А.,17:00,19:30,23:00,23:00,23:00","Интер,Ливерпуль,слухи,Тюрам",1958,7,20.11.2024,/posts/111321/
"Гимараэс: ""Гвардиоле нравится мой футбол""","Полузащитник ""Ньюкасла"" Бруно Гимараэс высказался насчет интереса ""Манчестер Сити"" к своей персоне.,Гимараэс с большим успехом выступает за ""Ньюкасл"" после своего перехода из ""Лиона"" за 33 миллиона фунтов в январе 2022. Летом 2023 Бруно заключил с ""сороками"" новый контракт с отступными в 100 млн. фунтов.,По словам Гимараэса, главный тренер ""Сити"" Хосеп Гвардиола действительно им интересуется, однако 27-летний бразилец очень дорожит тем, чем обладает в ""Ньюкасле"".,""Убежден, я нахожусь в клубе, где я являюсь идолом и пользуюсь большим уважением. Я — капитан ""Ньюкасла"", и если бы вы спросили меня об этом три года назад, я бы сказал, что моя главная мечта — играть в Премьер-Лиге"".,""Играть здесь, быть идолом и быть капитаном — это нечто особенное. Мне действительно нравится ""Ньюкасл"". Конечно, интерес ""Манчестер Сити"" показывает, что я играю на высоком уровне, но это интерес и только"".,""Мне известно, что Гвардиоле нравится мой футбол. Это нормально, когда великие тренеры восхищаются твоим футболом. Я хвалил его работу, он хвалил мою работу, но не более того"", — сообщил Гимараэс Globo.,17:00,19:30,23:00,23:00,23:00","Гвардиола,Гимараэс,Манчестер Сити,Ньюкасл",1290,2,20.11.2024,/posts/111322/
"Виейра назначен главным тренером ""Дженоа""","Бывший полузащитник ""Арсенала"" и ""Манчестер Сити"" Патрик Виейра возобновил тренерскую карьеру, возглавив итальянский ""Дженоа"".,Виейра принимает ""Дженоа"" на 17-м месте в Серии А, в одном очке над зоной вылета.,В ""Дженоа"" 48-летний француз воссоединится с нападающим Марио Балотелли, с которым он вместе играл за ""Сити"" и ""Интер"", а также которого он тренировал в ""Ницце"" в сезоне 2018/19.,Предыдущим местом работы Виейра был ""Страсбур"", дочерний клуб ""Челси"", который Патрик покинул в июле.,Помимо перечисленных выше клубов, Виейра также довелось тренировать ""Кристал Пэлас"" и ""Нью-Йорк Сити"".,Будучи игроком, Виейра завоевал три титула Премьер-Лиги с ""Арсеналом"" и был частью легендарной команды ""Непобедимых"".,17:00,19:30,23:00,23:00,23:00","Виейра,Дженоа,тренеры",1007,1,20.11.2024,/posts/111323/
"""Тоттенхэм"" подаст апелляцию на дисквалификацию Бентанкура","""Тоттенхэм"" решил оспорить семиматчевую дисквалификацию своего полузащитника Родриго Бентанкура за расизм.,Напомним, на днях независимая комиссия FA наказала 27-летнего Бентанкура дисквалификацией на семь матчей и штрафом на 100,000 фунтов за неудачную шутку Родриго насчет своего капитана Сона Хен Мина.,Как сообщает Sky Sports, ""Тоттенхэм"" считает такое наказание слишком суровым. ""Шпоры"" не будут пытаться оспорить вердикт комиссии, но хотят добиться сокращения срока дисквалификации.,Если из этого ничего не выйдет, Бентанкур не сыграет за ""Тоттенхэм"" во внутренних соревнованиях до 26 декабря. На Лигу Европы дисквалификация не распространяется.,17:00,19:30,23:00,23:00,23:00","FA,Бентанкур,дисквалификации,расизм,Сон,Тоттенхэм",1028,3,20.11.2024,/posts/111324/
"""Ливерпуль"" и ""Челси"" сделали предложения по Шерки","""Ливерпуль"" и ""Челси"" сделали предложения о покупке атакующего полузащитника французского ""Лиона"" Райана Шерки.,Ранее на этой неделе стало известно, что ""Лион"", принадлежащий совладельцу ""Кристал Пэлас"" Джону Текстору, накопил долги почти на полмиллиарда фунтов.,""Лион"" был предварительно понижен в классе и теперь может быть вынужден устроить распродажу звезд, чтобы избежать исключения из Лиги 1. Клубу нужно срочно изыскать около 84 млн. фунтов.,По информации TuttoJuve, этим немедленно попытались воспользоваться ""Ливерпуль"" и ""Челси"", сделав официальные предложения в 17 млн. фунтов о покупке Шерки, который интересен и ряду других европейских клубов, включая ""Ювентус"".,В этом сезоне 21-летний француз забил два гола и отдал три результативные передачи в рамках Лиги 1 и Лиги Европы.,Добавим, Шерки связывали с переходом в ""Ливерпуль"" еще минувшим летом, но Райан в итоге остался в ""Лионе"", а ""красные"" приобрели у ""Ювентуса"" Федерико Кьезу.,17:00,19:30,23:00,23:00,23:00","Ливерпуль,Лион,слухи,Челси,Шерки",2668,10,18.11.2024,/posts/111289/
В честь Кейна установили статую,"В честь капитана сборной Англии Харри Кейна была установлена статуя в Лондоне.,Еще в 2019 году муниципалитет Уолтем-Форест выделил 7,200 фунтов на создание статуи Кейна. Выполненная из бронзы фигура долгое время пылилась на складе, потому что чиновники никак не могли найти подходящее место для ее установки.,Изначальный план по установке статуи на станции Чингфорд был отвергнут, и монумент только сейчас обрел свой постоянный дом, расположившись у спортивного центра имени Питера Мэя.,""Если честно, это нечто особенное. Я бы никогда не подумал об этом, когда был молод. Эти маленькие моменты — особенные. Именно здесь я начинал играть, здесь все началось, и здесь я заложил фундамент своей карьеры. Это огромное вдохновение для мальчишек и девчонок, которые играют в футбол"", — сообщил Кейн.,17:00,19:30,23:00,23:00,23:00","Кейн,сборная Англии",3596,11,18.11.2024,/posts/111291/
Майну провел первую тренировку МЮ при Амориме,"Полузащитник Кобби Майну принял участие в первой тренировке ""Манчестер Юнайтед"" при новом рулевом Рубене Амориме.,С задержкой в неделю, что было вызвано получением рабочей визы, Аморим все же приступил к исполнению обязанностей главного тренера ""Юнайтед"".,В понедельник Аморим провел свое первое занятие на базе в Каррингтоне для игроков, которы не поехали в свои сборные или вернулись оттуда досрочно.,Как сообщает Sky Sports, участие в первой тренировке Аморима принял и Майну, который последний раз играл за ""Юнайтед"" еще в начале октября против ""Астон Виллы"" (0:0).,Все это время Майну отсутствовал с мышечным повреждением, однако теперь у 19-летнего англичанина появляются шансы не пропустить дебют Аморима — против ""Ипсвича"" 24 ноября.,17:00,19:30,23:00,23:00,23:00","Аморим,Майну,Манчестер Юнайтед,травмы",1817,0,18.11.2024,/posts/111293/
"Аморим будет тратить меньше, чем Тен Хаг","Новому главному тренеру ""Манчестер Юнайтед"" Рубену Амориму придется работать с более скромным трансферным бюджетом, нежели его предшественнику Эрику Тен Хагу.,С момента назначения Тен Хага  летом 2022 ""Юнайтед"" потратил свыше 600 миллионов фунтов на трансферы, включая около 180 млн. фунтов минувшим летом.,Помимо этого, ранее в ноябре ""Юнайтед"" незапланированно потратился на компенсации за увольнение Тен Хага и за приглашение Аморима из ""Спортинга"".,Поэтому теперь, чтобы не нарушить правила финансового фейр-плей, ""Юнайтед"" придется ограничить свои траты на ближайшие трансферные окна и придерживаться более устойчивой модели.,Вдобавок, как сообщает The Telegraph, руководство ""Юнайтед"" считает, что в первой команде скопилось изрядное количество игроков, потенциал которых пока не раскрыт, и именно на этом придется сосредоточиться Амориму.,17:00,19:30,23:00,23:00,23:00","Аморим,Манчестер Юнайтед,финансы",1995,1,18.11.2024,/posts/111292/
Антонио пропустит матч сборной Ямайки из-за потери паспорта,"Нападающий ""Вест Хэма"" Мичейл Антонио пропустит матч сборной Ямайки против Соединенных Штатов по нелепой причине.,Отчаявшись получить свой шанс в сборной Англии, с 2021 года Антонио предоставляет на международном уровне Ямайку.,Из-за своей дисквалификации 34-летний Антонио пропустил поражение сборной Ямайки от США на прошлой неделе (0:1), но должен был вернуться на ответную встречу плей-офф Лиги Наций КОНКАКАФ.,Однако матч в Сент-Луисе, штат Миссури, Антонио тоже пропустит — вместе со звездой ""Чарльтона"" Кахимом Диксоном.,""Антонио и Диксон потеряли свои паспорта, и оказалось слишком поздно, чтобы получить новые и оформить визы для поездки туда, поэтому они недоступны"", — цитирует главного тренера ямайцев Стива Макларена Football.London.,17:00,19:30,23:00,23:00,23:00","Антонио,Вест Хэм,сборная Ямайки",1154,1,18.11.2024,/posts/111290/
"Жилберто Силва поведал, может ли он заменить Эду","Бывший полузащитник ""Арсенала"" Жилберто Силва ответил на вопрос, мог бы он заменить Эду на посту спортивного директора ""канониров"".,Ранее в ноябре ""Арсенал"" объявил об отставке Эду, который вместе с Силвой играл за ""канониров"" и сборную Бразилии.,Силва имеет опыт работы техническим директором греческого ""Панатинаикоса"", однако Жилберто сильно сомневается, что ""Арсенал"" предложит ему работу.,""Мы обменялись парой сообщений с Эду, но я не спрашивал его, почему он принял это решение"".,""Эду — очень классный парень. Думаю, ему было тяжело решиться на уход из клуба, но я желаю ему удачи. Он замечательно трудился на клуб. Думаю, клубу будет его не хватать. У него сложились замечательные отношения с Микелем (Артетой), обеспечив ""Арсеналу"" хороший баланс"".,""Если честно, это стало большим сюрпризом для меня, но иногда такое случается. Надеюсь, он будет счастлив в своем новом испытании, что бы он ни решил"".,""Я по-прежнему взаимодействую с клубом, будучи его представителем. Заменить Эду? У меня не было таких намерений на ближайшие годы, хотя в прошлом мне приходилось трудиться директором в ""Панатинаикосе"". В последние годы я иду другой дорогой в футболе и другой относительно ""Арсенала"".,""Я не знаю, я не знаю. Я готовился к этому несколько лет назад, и ко мне обращались различные клубы в Бразилии, но я решил не занимать этот пост. Однако всегда замечательно иметь отношение к ""Арсеналу"", даже как представитель"", — цитирует Силву Daily Mirror.,17:00,19:30,23:00,23:00,23:00","Арсенал,Силва,Эду",1479,1,18.11.2024,/posts/111285/
Бентанкур дисквалифицирован на семь матчей за расизм,"Полузащитник ""Тоттенхэма"" Родриго Бентанкур был дисквалифицирован на семь матчей за высказывание расистского характера насчет своего партнера по команде Сона Хен Мина.,Напомним, в июне Бентанкур неудачно пошутил в эфире уругвайского телеканала, заявив, что для него все азиаты на одно лицо.,""Где на фото Сонни? Это может быть и кузен Сонни, потому что все они выглядят одинаково"", — пошутил тогда 27-летний игрок сборной Уругвая.,Еще в сентябре FA выдвинула в адрес Бентанкура обвинения, с которыми Родриго не согласился, однако независимая комиссия сочла вину доказанной.,В результате Бентанкур был дисквалифицирован на семь матчей и оштрафован на 100,000 фунтов.,Как отмечает Evening Standard, комиссия еще пожалела Бентанкура, учтя публичные и персональные извинения Родриго, потому что максимальное наказание, предусмотренное правилами за подобное нарушение, составляет 12 матчей пропуска.,Теперь Бентанкур пропустит матчи Премьер-Лиги против ""Манчестер Сити"", ""Фулхэма"", ""Борнмута"", ""Челси"", ""Саутгемптона"" и ""Ливерпуля"", а также четвертьфинал Кубка Лиги против ""Манчестер Юнайтед"".,Эта дисквалификация не распространяется на Лигу Европы, но снова сыграть за ""Тоттенхэм"" на внутренней арене Бентанкур сможет только 26 декабря против ""Ноттингем Форест"".,17:00,19:30,23:00,23:00,23:00","FA,Бентанкур,дисквалификации,расизм,Сон,Тоттенхэм",4776,199,18.11.2024,/posts/111286/
"Ван Дейк досрочно возвращается в ""Ливерпуль"" из сборной Голландии","Капитан ""Ливерпуля"" Виргил Ван Дейк досрочно покинул сборную Голландии и вернулся  в расположение своего клуба.,В минувшую субботу Ван Дейк, который является капитаном и в своей сборной, помог голландцам разгромить Венгрию со счетом 4:0 в Лиге Наций.,Эта победа гарантировала голландцам второе место в Группе C, а также участие в назначенном на март плей-офф Лиги Наций.,Учитывая это, главный тренер голландцев Рональд Куман разрешил Ван Дейку не оставаться на матч против Боснии и Герцеговины во вторник.,Помимо 33-летнего защитника, Куман также досрочно освободил полузащитника ""Барселоны"" Френки Де Йонга.,""Это решение было принято по медицинским соображениям — с учетом интересов игроков"", — цитирует Кумана BBC.,17:00,19:30,23:00,23:00,23:00","Ван Дейк,Ливерпуль,сборная Голландии",2875,1,18.11.2024,/posts/111287/
Боуэн надеется играть больше за сборную Англии при Тухеле,"Нападающий ""Вест Хэма"" Джаррод Боуэн надеется, что его дебютный гол за сборную Англии обеспечит ему больше игрового времени при новом главном тренере Томасе Тухеле.,Накануне 27-летний Боуэн, выйдя на замену, забил первым же касанием, поучаствовав в разгроме ирландцев со счетом 5:0 в рамках Лиги Наций.,Это был 14-й матч для Боуэна за сборную Англии, но Джаррод будет стараться, чтобы играть больше с приходом Тухеля.,""Всякий раз, когда я получаю шанс представлять свою страну,  это по-прежнему величайшая честь, будь то пять минут или 90"".,""На клубном уровне ты хочешь каждую неделю показывать, на что способен. То же самое было против Греции в предыдущем матче, когда я вышел и пытался проявить себя. Играть на ""Уэмбли"" — это мечта, и это был великолепный вечер для всех парней"".,""Мне известно, что приходит новый тренер. Сейчас я лишь могу вернуться в свой клуб, играть в футбол, а дальше мне нужно проявлять себя каждый раз, когда я приезжаю сюда"", — цитирует Боуэна Evening Standard.,17:00,19:30,23:00,23:00,23:00","Боуэн,Вест Хэм,сборная Англии",658,1,18.11.2024,/posts/111288/
МЮ по-прежнему планирует отпустить Эриксена в конце сезона,"""Манчестер Юнайтед"" планирует попрощаться с полузащитником Кристианом Эриксеном в конце сезона.,Эриксен выступает за ""Юнайтед"" после своего перехода из ""Брентфорда"" свободным агентом летом 2022.,В этом сезоне Эриксен еще не забивал не ассистировал в Премьер-Лиге, сыграв там восемь матчей, но с учетом всех соревнований отметился четырьмя голами и отдал три результативные передачи в 13 поединках.,Как сообщает talkSPORT, приход Рубена Аморима на должность главного тренера никак не изменил планы ""Юнайтед"" в отношении 32-летнего датчанина.,""Юнайтед"" учтет мнение Аморима, но в данный момент по-прежнему не собирается продлевать сотрудничество с Эриксеном и готов отпустить того бесплатно в конце сезона.,Добавим, Эриксен — один из шести игроков, чьи контракты с ""Юнайтед"" истекают в конце сезона. Среди них также находятся защитник Харри Магуайр и вингер Амад Диалло.,17:00,19:30,23:00,23:00,23:00","Манчестер Юнайтед,Эриксен",1408,1,18.11.2024,/posts/111294/
